"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2486240,"December 13, 2022",Illinois,Aurora,"1400 block of Exposition Ave",1,0,N/A
2480625,"December 13, 2022",Pennsylvania,Mckeesport,"3400 Versailles Ave",1,1,N/A
2481096,"December 13, 2022",Ohio,Cincinnati,"6200 block of Joyce Ln",2,2,N/A
2479268,"December 12, 2022",Indiana,Muncie,"1500 block of W Stirling Dr",1,0,N/A
2478963,"December 11, 2022",Texas,Humble,"19800 block of Kenswick Dr",1,1,N/A
2478983,"December 11, 2022",Alabama,Huntsville,"400 block of Julia St",1,0,N/A
2479488,"December 11, 2022",California,Escondido,"Hickory St",1,0,N/A
2478497,"December 9, 2022",Louisiana,Bogalusa,"800 block of Warren St",1,2,N/A
2480363,"December 9, 2022",Georgia,Hampton,"11000 block of McDonough Ct",1,0,N/A
2478805,"December 9, 2022",California,Oakland,"2800 block of 68th Ave",1,1,N/A
2476145,"December 7, 2022",California,Reedley,"I St and Manning Ave",2,0,N/A
2476372,"December 6, 2022",California,"Moreno Valley","14600 block of Cageny Ct",1,0,N/A
2475546,"December 6, 2022",Georgia,Macon,"159 Steven Dr",3,1,N/A
2476364,"December 6, 2022",California,Azusa,"600 block of N Donna Beth Ave",1,1,N/A
2475808,"December 6, 2022",Kentucky,Louisville,"River Park Dr and S 39th St",1,0,N/A
2475481,"December 6, 2022",Illinois,Chicago,"5100 block of W Harrison St",1,0,N/A
2474506,"December 5, 2022",Wisconsin,Milwaukee,"5600 block of N 95th St",1,0,N/A
2475254,"December 5, 2022","New York",Brooklyn,"1900 block of Atlantic Ave",1,0,N/A
2474747,"December 5, 2022",Kansas,"Baldwin City","779 E 1550 Rd",2,0,N/A
2474982,"December 5, 2022","North Carolina",Clayton,"20 Pine Hall Dr",1,0,N/A
2473638,"December 3, 2022",Kentucky,Louisville,"4500 E Pages Lane",4,0,N/A
2475028,"December 3, 2022",Georgia,Morrow,"1078 Citizens Pkwy",1,0,N/A
2474230,"December 3, 2022",Missouri,"Saint Louis","5300 block of Northland Ave",1,0,N/A
2473651,"December 3, 2022",Missouri,"Saint Louis","400 block of N 10th St",1,0,N/A
2474036,"December 3, 2022",Florida,Jacksonville,"Moncrief Rd and New Kings Rd",1,2,N/A
2474149,"December 3, 2022",Wisconsin,Milwaukee,"1650 S 13th St",1,0,N/A
2474184,"December 3, 2022","New Jersey",Camden,"1800 block of Mt Ephraim Ave",1,0,N/A
2473743,"December 3, 2022",Kentucky,Hodgenville,"116 E Forest Ave",1,0,N/A
2471614,"November 30, 2022",Virginia,"Colonial Heights","1100 block of Shuford Ave",1,0,N/A
2471963,"November 30, 2022",Nebraska,Omaha,"3519 N 37th St",1,0,N/A
2471568,"November 30, 2022","North Carolina",Charlotte,"2000 block of Lanza Dr",1,0,N/A
2471842,"November 30, 2022","New York",Bronx,"2255 Morris Ave",1,0,N/A
2471983,"November 30, 2022",Texas,Midland,"1902 N Midland Dr",1,0,N/A
2470958,"November 29, 2022",Illinois,Chicago,"700 block of W 60th St",1,0,N/A
2470914,"November 29, 2022",Virginia,Richmond,"1504 N Parham Rd",1,0,N/A
2471119,"November 29, 2022",Pennsylvania,Monessen,"S 14th St",1,0,N/A
2471097,"November 29, 2022",Alaska,Anchorage,"2200 block of Muldoon Rd",1,0,N/A
2470458,"November 29, 2022",Florida,Miami,"100 block of Sierra Dr",1,0,N/A
2473293,"November 28, 2022",Mississippi,"Crystal Springs","25066 US-51",1,0,N/A
2470483,"November 28, 2022",Mississippi,Jackson,"Clinton Blvd and Magnolia Rd",2,0,N/A
2469524,"November 28, 2022",Arkansas,"Forrest City","516 Gore St",3,0,N/A
2471074,"November 28, 2022",Texas,"Grand Prairie","2000 block of Aggie Dr",1,0,N/A
2469348,"November 27, 2022",Georgia,Atlanta,"2051 Flat Shoals Parkway",1,2,N/A
2469500,"November 27, 2022",Georgia,Bainbridge,"200 block of Sims St",1,0,N/A
2469039,"November 27, 2022",Michigan,Detroit,"16800 block of Mark Twain St",1,1,N/A
2469134,"November 27, 2022",Missouri,"Kansas City","2000 block of E 38th St",2,1,N/A
2469042,"November 27, 2022",Pennsylvania,Harrisburg,"N 3rd St and Kelker St",1,0,N/A
2468745,"November 26, 2022",Georgia,Atlanta,"117 17th St NW",2,4,N/A
2469299,"November 26, 2022",Texas,Houston,"Beverly St and E 11 1/2 St",1,1,N/A
2468423,"November 26, 2022","District of Columbia",Washington,"18th St SE and Morris Rd SE",1,0,N/A
2468402,"November 26, 2022",Pennsylvania,Bensalem,"1446 Gibson Rd",1,0,N/A
2469622,"November 26, 2022",Pennsylvania,Harrisburg,"3rd St  and  Kelke St",1,0,N/A
2468194,"November 25, 2022","South Carolina",Enoree,"Memory Ln",1,0,N/A
2468555,"November 25, 2022",Missouri,"Saint Louis","4000 block of Labadie Ave",1,1,N/A
2469466,"November 25, 2022",Washington,Everett,"Beverly Blvd and 75th St SE",1,0,N/A
2468663,"November 25, 2022",Mississippi,Jackson,"334 Audubon Place",1,0,N/A
2467765,"November 24, 2022",Georgia,Riverdale,"8000 block of S Bay Ct",2,0,N/A
2467700,"November 24, 2022",Georgia,"Stone Mountain","300 block of S Stone Mountain Lithonia Rd",1,1,N/A
2467319,"November 24, 2022",Texas,Houston,"11755 Southlake Dr",2,0,N/A
2467675,"November 24, 2022",Florida,Bradenton,"29th Ave",1,0,N/A
2466716,"November 23, 2022",Illinois,Chicago,"1323 E 89th St",1,1,N/A
2467256,"November 23, 2022",Indiana,Indianapolis,"3400 block of N Leland Ave",1,0,N/A
2466777,"November 23, 2022",Illinois,Chicago,"425 E 80th St",1,0,N/A
2466035,"November 22, 2022",Alabama,"Pine Hill","3811 AL-5",1,1,N/A
2465761,"November 22, 2022",Virginia,Chesapeake,"1521 Sam's Circle",7,6,N/A
2466210,"November 22, 2022",Pennsylvania,Philadelphia,"6200 block of Wistar St",1,1,N/A
2472066,"November 22, 2022",Texas,Greenville,"2100 block of Henry St",1,0,N/A
2465076,"November 21, 2022","New York",Rochester,"Atkinson St and Reynolds St",1,1,N/A
2464927,"November 21, 2022",Tennessee,Memphis,"2737 Curtis St",1,0,N/A
2465908,"November 21, 2022",Arkansas,"Forrest City","Martin Luther King Dr",2,0,N/A
2464779,"November 20, 2022",Virginia,Hopewell,"2800 block of Poplar St",1,0,N/A
2464314,"November 20, 2022",Illinois,Chicago,"5847 W Augusta Blvd",2,1,N/A
2463719,"November 19, 2022",Georgia,Columbus,"6200 block of Cross Tie Ct",1,0,N/A
2464352,"November 19, 2022",Illinois,"Washington Park","Bunkum Rd and N 45th St",1,3,N/A
2463572,"November 19, 2022",Texas,Spring,"TX-99 and Spring Stuebner",1,0,N/A
2462679,"November 18, 2022",Minnesota,"Minneapolis (Brooklyn Park)","8447 Regent Ave N",1,1,N/A
2463008,"November 18, 2022",Virginia,Hampton,"200 block of Bridgeport Cove Dr",2,1,N/A
2463011,"November 18, 2022",Louisiana,"New Roads","Pointe Coupee Rd and Saizon Rd",1,0,N/A
2462870,"November 18, 2022",Arizona,Tucson,"5001 S Nogales Pkwy",2,1,N/A
2462570,"November 18, 2022",Indiana,Indianapolis,"5300 block of Turtle Creek E Dr",1,0,N/A
2462457,"November 18, 2022",Virginia,Richmond,"4275 Laurel Oak Rd",4,0,N/A
2463193,"November 17, 2022",Texas,Kemah,"1225 Lawrence Rd",2,0,N/A
2463395,"November 17, 2022",Mississippi,Meridian,"2428 Old Marion Rd",1,1,N/A
2461500,"November 17, 2022",Illinois,Chicago,"11400 block of S Calumet Ave",2,0,N/A
2461181,"November 16, 2022",Alabama,Birmingham,"N 5th Ave and N 80th St",1,1,N/A
2462188,"November 16, 2022",Georgia,Lilburn,"745 Beaver Ruin Rd",1,1,N/A
2461476,"November 16, 2022",Illinois,Chicago,"9100 block of S Lowe Ave",1,0,N/A
2461272,"November 15, 2022","North Carolina",Durham,"1500 block of Sima Ave",1,0,N/A
2461206,"November 15, 2022","North Carolina",Charlotte,"1832 Griers Grove Rd",2,0,N/A
2461228,"November 15, 2022",Texas,Elsa,"1004 Live Oak St",1,0,N/A
2460816,"November 15, 2022",Alaska,Anchorage,"7300 block of Cantonment Ct",1,0,N/A
2459861,"November 14, 2022",Minnesota,"Minneapolis (Plymouth)","9700 37th Pl N",1,0,N/A
2459290,"November 13, 2022","South Carolina","Colleton (county)",N/A,1,0,N/A
2459439,"November 13, 2022",Michigan,Flint,"2900 block of Branch Rd",1,0,N/A
2458227,"November 12, 2022",Louisiana,Hammond,"Stephenson Ln",2,0,N/A
2459714,"November 12, 2022",Tennessee,"Castalian Springs","Littleton Ranch Rd",1,1,N/A
2458114,"November 11, 2022",Arkansas,"North Little Rock","3900 block of McCain Blvd",2,0,N/A
2487708,"November 11, 2022",Virginia,Victoria,"200 block of Seay Way",1,0,N/A
2458232,"November 11, 2022",California,"Citrus Heights","7795 Antelope Rd",1,0,N/A
2458292,"November 11, 2022",Louisiana,Gonzales,"1800 block of Burnside Ave",1,0,N/A
2458262,"November 11, 2022",Florida,Seffner,"4000 block of Brower Dr",1,0,N/A
2457963,"November 11, 2022",Colorado,Aurora,"900 block of Zion St",1,1,N/A
2458515,"November 11, 2022",Ohio,Warren,"2200 block of Ogden Ave NW",1,0,N/A
2457683,"November 10, 2022",Texas,Arlington,"600 block of E Lynn Creek Dr",2,0,N/A
2457501,"November 10, 2022",Georgia,Decatur,"Burgess Dr",1,1,N/A
2457666,"November 10, 2022",Maryland,Baltimore,"4300 block of Tucker Cir",1,0,N/A
2459791,"November 9, 2022",Florida,Reddick,"8565 NW 130th St",1,0,N/A
2457124,"November 9, 2022",Arizona,Chandler,"660 S Palm Ln",2,0,N/A
2456529,"November 8, 2022","North Carolina",Jacksonville,"White St",1,0,N/A
2455702,"November 8, 2022",Maryland,"Temple Hills (Hillcrest Heights)","Jameson St and 21st Ave",1,0,N/A
2455403,"November 8, 2022",Pennsylvania,Philadelphia,"1900 block of Haworth St",2,0,N/A
2455465,"November 8, 2022",Washington,Seattle,"1819 N 135th St",1,0,N/A
2454920,"November 7, 2022",Maryland,Baltimore,"1434 E Fayette St",1,1,N/A
2455568,"November 7, 2022",Illinois,Peoria,"500 block of W Gift Ave",1,1,N/A
2454171,"November 6, 2022",Tennessee,Chattanooga,"600 block of Block St",1,0,N/A
2460272,"November 6, 2022",Georgia,"Heard (county)",N/A,1,0,N/A
2454180,"November 6, 2022",Georgia,Decatur,"600 block of Creste Ln",1,0,N/A
2453911,"November 6, 2022",Illinois,Chicago,"3000 block of W 23rd St",1,0,N/A
2464262,"November 6, 2022",Wisconsin,Milwaukee,"3720 N 36th St",1,0,N/A
2454163,"November 5, 2022",Georgia,Augusta,"3073 Deans Bridge Rd",1,0,N/A
2453550,"November 5, 2022",Colorado,Denver,"800 block of N Yates St",1,0,N/A
2454480,"November 5, 2022",Illinois,Zion,"1900 block of Ezra Ave",1,1,N/A
2453800,"November 5, 2022",Pennsylvania,Philadelphia,"3100 block of N 33rd St",1,0,N/A
2454977,"November 5, 2022",Massachusetts,"New Bedford","17 Bullard St",1,0,N/A
2453515,"November 4, 2022",Florida,Plantation,"8038 NW 10th St",2,0,N/A
2454613,"November 4, 2022",Pennsylvania,"Lansdowne (Yeadon)","1400 block of Longacre Blvd",1,0,N/A
2452695,"November 4, 2022","District of Columbia",Washington,"1200 block of 7th St NW",1,0,N/A
2452062,"November 3, 2022",Colorado,Aurora,"1098 S Evanston Way",1,0,N/A
2452306,"November 3, 2022",Texas,Temple,"S 23rd St and W Ave H",1,0,N/A
2453205,"November 3, 2022",Alabama,Gadsden,"100 block of Park St",1,0,N/A
2451708,"November 2, 2022",Louisiana,Opelousas,"800 block of N Main St",1,0,N/A
2452169,"November 1, 2022",Illinois,"Harvey (Dixmoor)",N/A,1,0,N/A
2450640,"November 1, 2022",Tennessee,Memphis,"1600 block of Mississippi Blvd",1,0,N/A
2450275,"November 1, 2022",Wisconsin,Milwaukee,"3510 N 7th St",1,0,N/A
2450545,"November 1, 2022",California,Bloomington,"10600 block of Geronimo Ave",1,0,N/A
2449870,"November 1, 2022","New York",Rochester,"100 block of Weld St",1,1,N/A
2450223,"November 1, 2022",Florida,Thonotosassa,"9000 block of Harney Rd",1,1,N/A
2451074,"November 1, 2022",Ohio,Cleveland,"1560 Ansel Rd",1,0,N/A
2449986,"October 31, 2022",Kansas,"Kansas City","S 50th St and Elmwood Ave",1,6,N/A
2449888,"October 31, 2022","North Carolina",Raleigh,"2611 Torquay Crossing",1,2,N/A
2449755,"October 31, 2022","District of Columbia",Washington,"2600 block of Birney Pl SE",1,0,N/A
2450557,"October 31, 2022",Illinois,"East Saint Louis","935 St Louis Ave",2,3,N/A
2449680,"October 30, 2022",Virginia,"Virginia Beach","1200 block of Carver Ave",1,0,N/A
2448917,"October 30, 2022",Tennessee,Memphis,"600 block of Exchange Ave",1,1,N/A
2448749,"October 30, 2022",Maryland,Baltimore,"4000 block of Old York Rd",1,0,N/A
2449138,"October 30, 2022","South Carolina",Hartsville,"Security Dr",1,0,N/A
2449112,"October 30, 2022","North Carolina",Kinston,"700 block of Vernon Ave",1,0,N/A
2448417,"October 30, 2022",Mississippi,Vicksburg,"902 Blossom Ln",1,0,N/A
2449720,"October 30, 2022",California,Victorville,"Jade Rd and Purple Sage Dr",1,0,N/A
2449285,"October 29, 2022",Texas,"College Station","400 block of Harvey Rd",1,0,N/A
2448041,"October 29, 2022",Illinois,Chicago,"S Wolcott Ave and W 17th St",1,0,N/A
2449245,"October 29, 2022",Michigan,Jackson,"1800 block of Pringle Ave",1,0,N/A
2453055,"October 29, 2022",Texas,Houston,"11285 Southwest Fwy",2,0,N/A
2448508,"October 29, 2022",Pennsylvania,Erie,"1611 Chestnut St",1,0,N/A
2448302,"October 29, 2022",Illinois,Chicago,"1900 block of S State St",1,0,N/A
2447755,"October 28, 2022",California,"North Highlands","3700 block of Lenore Way",1,0,N/A
2447773,"October 28, 2022",California,"San Diego","2345 Grove Ave",2,0,N/A
2447885,"October 28, 2022",California,"National City","1800 block of E 17th St",2,0,N/A
2447687,"October 28, 2022",Texas,Seguin,"3158 I-10",1,1,N/A
2448594,"October 28, 2022",Ohio,Cleveland,"3700 block of W 22nd St",1,0,N/A
2447899,"October 28, 2022",California,Bakersfield,"Pacific St and Brown St",1,0,N/A
2447180,"October 27, 2022","South Carolina",Effingham,"5911 Hector Rd",1,0,N/A
2447879,"October 27, 2022",Missouri,"Saint Louis (Ferguson)","300 block of Dames Ct",1,0,N/A
2447217,"October 27, 2022",Oklahoma,"Broken Arrow","425 S Hickory Ave",8,0,N/A
2446023,"October 26, 2022",Pennsylvania,Pittsburgh,"Broadway Ave",1,0,N/A
2446402,"October 26, 2022",Texas,Lubbock,"4106 124th St",4,0,N/A
2447063,"October 26, 2022",Georgia,Norcross,"Technology Pkwy NW",1,0,N/A
2446494,"October 26, 2022",Illinois,Chicago,"7700 block of S Vernon Ave",1,0,N/A
2446355,"October 26, 2022",Alabama,Clanton,"Co Rd 28",1,0,N/A
2445939,"October 25, 2022","North Carolina",Greensboro,"900 block of Circle Dr",2,4,N/A
2444298,"October 24, 2022",Florida,Tallahassee,"3550 Esplanade Way",1,1,N/A
2443879,"October 24, 2022",Missouri,"Saint Louis","3125 S Kingshighway Blvd",3,4,N/A
2445041,"October 24, 2022",Florida,Orlando,"5300 block of Broken Pine Cir",1,0,N/A
2453098,"October 24, 2022",Texas,Austin,"1500 block of Brandt Dr",1,0,N/A
2443757,"October 23, 2022",Michigan,Saginaw,"Veterans Memorial Pkwy and Lapeer St",1,1,N/A
2443651,"October 23, 2022",Colorado,Denver,"4055 N Albion St",1,0,N/A
2443194,"October 23, 2022",Illinois,Chicago,"4300 block of S Kedzie Ave",3,2,N/A
2450107,"October 23, 2022",Texas,Austin,"8000 block of Tisdale Dr",1,0,N/A
2443837,"October 23, 2022",California,"Willow Creek","500 block of CA-96",1,0,N/A
2443095,"October 22, 2022",Colorado,Denver,"2200 block of Buchtel Blvd S",1,0,N/A
2444629,"October 22, 2022",Georgia,"Port Wentworth","1133 Coldbrook Station Cir",1,0,N/A
2442799,"October 22, 2022",Oklahoma,Tulsa,"1500 block of E 48th St NW",1,1,N/A
2443607,"October 22, 2022",Texas,"San Antonio","2300 block of W Cesar Chavez Blvd",1,0,N/A
2443208,"October 22, 2022",Illinois,Chicago,"1200 block of S Fairfield Ave",1,1,N/A
2443442,"October 22, 2022",Ohio,Akron,"100 block of Dodge Ave",1,0,N/A
2442534,"October 21, 2022","North Carolina",Fayetteville,"2000 block of Maitland Dr",1,0,N/A
2442581,"October 21, 2022",Texas,Humble,"6019 Velma Ln",1,0,N/A
2444683,"October 21, 2022",Wisconsin,Hartland,"700 Mansfield Court",6,0,N/A
2442880,"October 21, 2022",Indiana,"South Bend","500 block of Pennsylvania Ave",1,0,N/A
2440912,"October 19, 2022",Virginia,Richmond,"2200 block of 23rd St",1,0,N/A
2440896,"October 19, 2022",Tennessee,Christiana,"Link Rd",1,0,N/A
2440239,"October 18, 2022",Louisiana,"New Orleans","3100 block of Frenchmen St",1,1,N/A
2440815,"October 18, 2022",Florida,Tampa,"4009 N Armenia Ave",1,0,N/A
2440724,"October 18, 2022",Florida,Miami,"NW 16th Ave and NW 77th Terrace",1,0,N/A
2439960,"October 17, 2022",Pennsylvania,Pottstown,"4th St and Johnson St",2,0,N/A
2440526,"October 17, 2022",Alabama,Birmingham,"7700 block of Sunrise Ln",1,0,N/A
2440421,"October 16, 2022","South Carolina",Ridgeland,"Lady Banks Dr",1,0,N/A
2442645,"October 16, 2022",Texas,Houston,"18700 block of Imperial Valley Dr",1,0,N/A
2438677,"October 16, 2022",Wisconsin,Milwaukee,"4448 N 65th St",1,1,N/A
2439186,"October 16, 2022",Ohio,Columbus,"E 11th Ave and N 4th St",1,0,N/A
2438989,"October 16, 2022",Tennessee,Nashville,"2700 block of Vista Ln",1,0,N/A
2438859,"October 15, 2022",Missouri,"Blue Springs","601 NE Jefferson St",1,1,N/A
2438121,"October 15, 2022",Colorado,Denver,"900 Dakin St",1,7,N/A
2437936,"October 15, 2022",Maryland,Frederick,"1420 Key Pkwy",1,0,N/A
2439975,"October 15, 2022","North Carolina","Winston Salem (Winston-salem)","5200 block of Deacon Way Ct",2,0,N/A
2440614,"October 15, 2022",Washington,Kennewick,"800 block of Volland St",1,0,N/A
2437830,"October 15, 2022",Illinois,Chicago,"700 block of W 50th St",1,0,N/A
2439721,"October 15, 2022",Florida,Lakeland,"3685 Victoria Manor Dr",1,0,N/A
2437741,"October 14, 2022",Louisiana,Bogalusa,"100 M J Israel Dr",1,0,N/A
2438202,"October 14, 2022",Colorado,Westminster,"Eaton St and W 92nd Ave",1,0,N/A
2437637,"October 14, 2022",Michigan,"Saint Clair Shores","I-94 and 9 Mile Rd",1,0,N/A
2437506,"October 14, 2022","New York","Corona (Queens)","Mott Ave",1,0,N/A
2437813,"October 14, 2022",Illinois,Chicago,"7000 N Sacramento Ave",1,0,N/A
2438254,"October 14, 2022",Illinois,"Prospect Heights","500 block of Piper Ln",1,0,N/A
2438068,"October 14, 2022",Virginia,"Newport News","800 block of Walden Pond Ct",1,0,N/A
2436941,"October 13, 2022","District of Columbia",Washington,"500 block of 48th Pl NE",1,0,N/A
2436826,"October 13, 2022","North Carolina",Raleigh,"5300 block of Sahalee Way",5,3,N/A
2435894,"October 12, 2022",Georgia,Macon,"Main St and Leaf St",1,0,N/A
2436845,"October 12, 2022",Arizona,"Camp Verde","2910 S Old Church Rd",1,0,N/A
2436604,"October 12, 2022",Ohio,Columbus,"777 Wedgewood Dr",1,0,N/A
2436120,"October 11, 2022","North Carolina",Erwin,"700 block of W M St",1,0,N/A
2435094,"October 11, 2022",Illinois,Chicago,"S Jeffery Blvd and E 79th St",1,0,N/A
2435259,"October 11, 2022",Georgia,"Savannah (Garden City)","4000 block of 3rd St",1,0,N/A
2435046,"October 10, 2022","New York",Brooklyn,"790 Eldert Ln",1,0,N/A
2435193,"October 10, 2022",Florida,Mims,"Cypress Ave",1,0,N/A
2434630,"October 10, 2022",Alabama,Trinity,"Mountain Cove Dr",1,0,N/A
2434457,"October 10, 2022",Ohio,Columbus,"1700 block of E Broad St",1,0,N/A
2434435,"October 10, 2022",Massachusetts,Boston,"2990 Washington St",1,1,N/A
2434830,"October 10, 2022",Wisconsin,Milwaukee,"5331 N 37th St",1,1,N/A
2434500,"October 10, 2022",Minnesota,"Saint Paul","100 block of York Ave",1,0,N/A
2434999,"October 10, 2022",Pennsylvania,Philadelphia,"W 65th Ave and N Smedley St",1,0,N/A
2434904,"October 10, 2022",Georgia,Jonesboro,"681 Flint River Rd",2,0,N/A
2434335,"October 10, 2022",Louisiana,"Baton Rouge","1457 Terrace Ave",1,0,N/A
2435728,"October 10, 2022",Mississippi,Durant,N/A,1,0,N/A
2434118,"October 9, 2022",California,Salinas,"1100 block of San Ysidro Way",1,0,N/A
2433608,"October 9, 2022",Louisiana,Hammond,"St Paul Loop",1,0,N/A
2434445,"October 9, 2022",Minnesota,Motley,N/A,1,0,N/A
2433848,"October 9, 2022",Texas,Killeen,"200 block of Evergreen Dr",1,0,N/A
2433806,"October 9, 2022",Maryland,Bowie,"4600 block of Dr Beans Legacy Cir",1,0,N/A
2433615,"October 9, 2022",Alabama,Decatur,"1200 block of Pennylane",1,0,N/A
2433217,"October 8, 2022",Virginia,Roanoke,"2700 block of Hoover St NW",1,0,N/A
2433891,"October 8, 2022","North Carolina","Southern Pines","1300 Central Dr",1,0,N/A
2433531,"October 8, 2022",Texas,Lubbock,"2300 block of 143rd St",1,0,N/A
2433416,"October 7, 2022",California,"Gustine (Santa Nella)","13193 CA-33",1,0,N/A
2432893,"October 7, 2022",Texas,"Fort Worth","1200 block of Jessamine St",4,0,N/A
2432830,"October 7, 2022",Louisiana,"New Orleans","400 N Carrollton Ave",1,0,N/A
2432875,"October 7, 2022",California,Pixley,"Elm St and Lavonia Ave",1,1,N/A
2432198,"October 6, 2022",Pennsylvania,Philadelphia,"3400 block of Palethorp St",1,0,N/A
2432114,"October 6, 2022","North Carolina",Greensboro,"700 block of Rollins St",1,0,N/A
2432058,"October 6, 2022",Mississippi,Gulfport,"1016 Pass Rd",1,0,N/A
2431262,"October 5, 2022",Arkansas,"Hot Springs National Park (Hot Springs)","600 block of School St",1,2,N/A
2431291,"October 5, 2022",Colorado,Denver,"3100 block of Downing St",1,1,N/A
2432077,"October 5, 2022",Georgia,Lawrenceville,"5900 Sugarloaf Pkwy",1,0,N/A
2430594,"October 4, 2022",Connecticut,Waterbury,"225 Bishop St",1,0,N/A
2430173,"October 3, 2022",Indiana,Gary,"2900 block of W 11th Ave",2,0,N/A
2430303,"October 3, 2022",Alabama,Mobile,"2000 block of Jones Ln",1,0,N/A
2429763,"October 3, 2022","New Jersey","East Orange","18 Lincoln St",1,0,N/A
2429099,"October 2, 2022","South Carolina",Bennettsville,"J Pledger Ln",1,0,N/A
2429278,"October 2, 2022",Georgia,Lawrenceville,"Mariray Ct SE",1,0,N/A
2428816,"October 2, 2022",Colorado,"Denver (Northglenn)","11600 block of Pearl St",2,0,N/A
2428678,"October 1, 2022",California,Oakland,"988 Apgar St",2,2,N/A
2427775,"September 30, 2022",Oklahoma,Tulsa,"4929 N Peoria Ave",1,3,N/A
2426872,"September 29, 2022",Tennessee,Knoxville,"3807 Middlebrook Pike",1,0,N/A
2426746,"September 29, 2022",Pennsylvania,Philadelphia,"1105 S 54th S",1,1,N/A
2426627,"September 29, 2022",Texas,"Mc Gregor","901 S Monroe St",5,1,N/A
2426464,"September 28, 2022",Nebraska,Omaha,"2910 Shirley St",1,0,N/A
2426126,"September 28, 2022","New York",Brooklyn,"1225 Eastern Pkwy",1,0,N/A
2426902,"September 28, 2022",Tennessee,Antioch,"500 Piccadilly Row",1,2,N/A
2425893,"September 27, 2022",Pennsylvania,Harrisburg,"1900 block of Boas St",1,0,N/A
2425561,"September 27, 2022",Georgia,Atlanta,"201 Moury Ave NW",1,0,N/A
2425199,"September 27, 2022",Pennsylvania,Philadelphia,"6498 Ridge Ave",1,4,N/A
2427341,"September 27, 2022",Maryland,Laurel,"Brock Bridge Rd and Tribeca Trl",1,0,N/A
2425846,"September 27, 2022",Florida,Jacksonville,"2800 Sophia St",1,0,N/A
2424211,"September 26, 2022",California,Fontana,"Mallory St and Cypress Ave",3,0,N/A
2424897,"September 26, 2022","New York",Buffalo,"200 block of Esser Ave",1,0,N/A
